code,desc
K12.1,"Other forms of stomatitis (Ulcerative stomatitis)"
K12.1,"Other forms of stomatitis (Vesicular stomatitis)"
K12.2,"Cellulitis and abscess of mouth"
K12.2,"Cellulitis and abscess of mouth (Cellulitis of mouth (floor))"
K12.2,"Cellulitis and abscess of mouth (Submandibular abscess)"
K12.3,"Oral mucositis (ulcerative)"
K12.3,"Oral mucositis (ulcerative) (Mucositis (oral) (oropharyneal))"
K12.30,"Oral mucositis (ulcerative), unspecified"
K12.31,"Oral mucositis (ulcerative) due to antineoplastic therapy"
K12.32,"Oral mucositis (ulcerative) due to other drugs"
K12.33,"Oral mucositis (ulcerative) due to radiation"
K12.39,"Other oral mucositis (ulcerative)"
K12.39,"Other oral mucositis (ulcerative) (Viral oral mucositis (ulcerative))"
K13,"Other diseases of lip and oral mucosa"
K13.0,"Diseases of lips"
K13.0,"Diseases of lips (Abscess of lips)"
K13.0,"Diseases of lips (Angular cheilitis)"
K13.0,"Diseases of lips (Cellulitis of lips)"
K13.0,"Diseases of lips (Cheilitis NOS)"
K13.0,"Diseases of lips (Cheilodynia)"
K13.0,"Diseases of lips (Cheilosis)"
K13.0,"Diseases of lips (Exfoliative cheilitis)"
K13.0,"Diseases of lips (Fistula of lips)"
K13.0,"Diseases of lips (Glandular cheilitis)"
K13.0,"Diseases of lips (Hypertrophy of lips)"
K13.0,"Diseases of lips (Perlèche NEC)"
K13.1,"Cheek and lip biting"
K13.2,"Leukoplakia and other disturbances of oral epithelium, including tongue"
K13.21,"Leukoplakia of oral mucosa, including tongue"
K13.21,"Leukoplakia of oral mucosa, including tongue (Leukokeratosis of oral mucosa)"
K13.21,"Leukoplakia of oral mucosa, including tongue (Leukoplakia of gingiva, lips, tongue)"
K13.22,"Minimal keratinized residual ridge mucosa"
K13.22,"Minimal keratinized residual ridge mucosa (Minimal keratinization of alveolar ridge mucosa)"
K13.23,"Excessive keratinized residual ridge mucosa"
K13.23,"Excessive keratinized residual ridge mucosa (Excessive keratinization of alveolar ridge mucosa)"
K13.24,"Leukokeratosis nicotina palati"
K13.24,"Leukokeratosis nicotina palati (Smoker's palate)"
K13.29,"Other disturbances of oral epithelium, including tongue"
K13.29,"Other disturbances of oral epithelium, including tongue (Erythroplakia of mouth or tongue)"
K13.29,"Other disturbances of oral epithelium, including tongue (Focal epithelial hyperplasia of mouth or tongue)"
K13.29,"Other disturbances of oral epithelium, including tongue (Leukoedema of mouth or tongue)"
K13.29,"Other disturbances of oral epithelium, including tongue (Other oral epithelium disturbances)"
K13.3,"Hairy leukoplakia"
K13.4,"Granuloma and granuloma-like lesions of oral mucosa"
K13.4,"Granuloma and granuloma-like lesions of oral mucosa (Eosinophilic granuloma)"
K13.4,"Granuloma and granuloma-like lesions of oral mucosa (Granuloma pyogenicum)"
K13.4,"Granuloma and granuloma-like lesions of oral mucosa (Verrucous xanthoma)"
K13.5,"Oral submucous fibrosis"
K13.5,"Oral submucous fibrosis (Submucous fibrosis of tongue)"
K13.6,"Irritative hyperplasia of oral mucosa"
K13.7,"Other and unspecified lesions of oral mucosa"
K13.70,"Unspecified lesions of oral mucosa"
K13.79,"Other lesions of oral mucosa"
K13.79,"Other lesions of oral mucosa (Focal oral mucinosis)"
K14,"Diseases of tongue"
K14.0,Glossitis
K14.0,"Glossitis (Abscess of tongue)"
K14.0,"Glossitis (Ulceration (traumatic) of tongue)"
K14.1,"Geographic tongue"
K14.1,"Geographic tongue (Benign migratory glossitis)"
K14.1,"Geographic tongue (Glossitis areata exfoliativa)"
K14.2,"Median rhomboid glossitis"
K14.3,"Hypertrophy of tongue papillae"
K14.3,"Hypertrophy of tongue papillae (Black hairy tongue)"
K14.3,"Hypertrophy of tongue papillae (Coated tongue)"
K14.3,"Hypertrophy of tongue papillae (Hypertrophy of foliate papillae)"
K14.3,"Hypertrophy of tongue papillae (Lingua villosa nigra)"
K14.4,"Atrophy of tongue papillae"
K14.4,"Atrophy of tongue papillae (Atrophic glossitis)"
K14.5,"Plicated tongue"
K14.5,"Plicated tongue (Fissured tongue)"
K14.5,"Plicated tongue (Furrowed tongue)"
K14.5,"Plicated tongue (Scrotal tongue)"
K14.6,Glossodynia
K14.6,"Glossodynia (Glossopyrosis)"
K14.6,"Glossodynia (Painful tongue)"
K14.8,"Other diseases of tongue"
K14.8,"Other diseases of tongue (Atrophy of tongue)"
K14.8,"Other diseases of tongue (Crenated tongue)"
K14.8,"Other diseases of tongue (Enlargement of tongue)"
K14.8,"Other diseases of tongue (Glossocele)"
K14.8,"Other diseases of tongue (Glossoptosis)"
K14.8,"Other diseases of tongue (Hypertrophy of tongue)"
K14.9,"Disease of tongue, unspecified"
K14.9,"Disease of tongue, unspecified (Glossopathy NOS)"
K20,Esophagitis
K20.0,"Eosinophilic esophagitis"
K20.8,"Other esophagitis"
K20.80,"Other esophagitis without bleeding"
K20.80,"Other esophagitis without bleeding (Abscess of esophagus)"
K20.80,"Other esophagitis without bleeding (Other esophagitis NOS)"
K20.81,"Other esophagitis with bleeding"
K20.9,"Esophagitis, unspecified"
K20.90,"Esophagitis, unspecified without bleeding"
K20.90,"Esophagitis, unspecified without bleeding (Esophagitis NOS)"
K20.91,"Esophagitis, unspecified with bleeding"
K21,"Gastro-esophageal reflux disease"
K21.0,"Gastro-esophageal reflux disease with esophagitis"
K21.00,"Gastro-esophageal reflux disease with esophagitis, without bleeding"
K21.00,"Gastro-esophageal reflux disease with esophagitis, without bleeding (Reflux esophagitis)"
K21.01,"Gastro-esophageal reflux disease with esophagitis, with bleeding"
K21.9,"Gastro-esophageal reflux disease without esophagitis"
K21.9,"Gastro-esophageal reflux disease without esophagitis (Esophageal reflux NOS)"
K22,"Other diseases of esophagus"
K22.0,"Achalasia of cardia"
K22.0,"Achalasia of cardia (Achalasia NOS)"
K22.0,"Achalasia of cardia (Cardiospasm)"
K22.1,"Ulcer of esophagus"
K22.1,"Ulcer of esophagus (Barrett's ulcer)"
K22.1,"Ulcer of esophagus (Erosion of esophagus)"
K22.1,"Ulcer of esophagus (Fungal ulcer of esophagus)"
K22.1,"Ulcer of esophagus (Peptic ulcer of esophagus)"
K22.1,"Ulcer of esophagus (Ulcer of esophagus due to ingestion of chemicals)"
K22.1,"Ulcer of esophagus (Ulcer of esophagus due to ingestion of drugs and medicaments)"
K22.1,"Ulcer of esophagus (Ulcerative esophagitis)"
K22.10,"Ulcer of esophagus without bleeding"
K22.10,"Ulcer of esophagus without bleeding (Ulcer of esophagus NOS)"
K22.11,"Ulcer of esophagus with bleeding"
K22.2,"Esophageal obstruction"
K22.2,"Esophageal obstruction (Compression of esophagus)"
K22.2,"Esophageal obstruction (Constriction of esophagus)"
K22.2,"Esophageal obstruction (Stenosis of esophagus)"
K22.2,"Esophageal obstruction (Stricture of esophagus)"
K22.3,"Perforation of esophagus"
K22.3,"Perforation of esophagus (Rupture of esophagus)"
K22.4,"Dyskinesia of esophagus"
K22.4,"Dyskinesia of esophagus (Corkscrew esophagus)"
K22.4,"Dyskinesia of esophagus (Diffuse esophageal spasm)"
K22.4,"Dyskinesia of esophagus (Spasm of esophagus)"
K22.5,"Diverticulum of esophagus, acquired"
K22.5,"Diverticulum of esophagus, acquired (Esophageal pouch, acquired)"
K22.6,"Gastro-esophageal laceration-hemorrhage syndrome"
K22.6,"Gastro-esophageal laceration-hemorrhage syndrome (Mallory-Weiss syndrome)"
K22.7,"Barrett's esophagus"
K22.7,"Barrett's esophagus (Barrett's disease)"
K22.7,"Barrett's esophagus (Barrett's syndrome)"
K22.70,"Barrett's esophagus without dysplasia"
K22.70,"Barrett's esophagus without dysplasia (Barrett's esophagus NOS)"
K22.71,"Barrett's esophagus with dysplasia"
K22.710,"Barrett's esophagus with low grade dysplasia"
K22.711,"Barrett's esophagus with high grade dysplasia"
K22.719,"Barrett's esophagus with dysplasia, unspecified"
K22.8,"Other specified diseases of esophagus"
K22.8,"Other specified diseases of esophagus (Hemorrhage of esophagus NOS)"
K22.9,"Disease of esophagus, unspecified"
K23,"Disorders of esophagus in diseases classified elsewhere"
K25,"Gastric ulcer"
K25.0,"Acute gastric ulcer with hemorrhage"
K25.1,"Acute gastric ulcer with perforation"
K25.2,"Acute gastric ulcer with both hemorrhage and perforation"
K25.3,"Acute gastric ulcer without hemorrhage or perforation"
K25.4,"Chronic or unspecified gastric ulcer with hemorrhage"
K25.5,"Chronic or unspecified gastric ulcer with perforation"
K25.6,"Chronic or unspecified gastric ulcer with both hemorrhage and perforation"
K25.7,"Chronic gastric ulcer without hemorrhage or perforation"
K25.9,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K26,"Duodenal ulcer"
K26.0,"Acute duodenal ulcer with hemorrhage"
K26.1,"Acute duodenal ulcer with perforation"
K26.2,"Acute duodenal ulcer with both hemorrhage and perforation"
K26.3,"Acute duodenal ulcer without hemorrhage or perforation"
K26.4,"Chronic or unspecified duodenal ulcer with hemorrhage"
K26.5,"Chronic or unspecified duodenal ulcer with perforation"
K26.6,"Chronic or unspecified duodenal ulcer with both hemorrhage and perforation"
K26.7,"Chronic duodenal ulcer without hemorrhage or perforation"
K26.9,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K27,"Peptic ulcer, site unspecified"
K27.0,"Acute peptic ulcer, site unspecified, with hemorrhage"
K27.1,"Acute peptic ulcer, site unspecified, with perforation"
K27.2,"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation"
K27.3,"Acute peptic ulcer, site unspecified, without hemorrhage or perforation"
K27.4,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage"
K27.5,"Chronic or unspecified peptic ulcer, site unspecified, with perforation"
K27.6,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation"
K27.7,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation"
K27.9,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation"
K28,"Gastrojejunal ulcer"
K28.0,"Acute gastrojejunal ulcer with hemorrhage"
K28.1,"Acute gastrojejunal ulcer with perforation"
K28.2,"Acute gastrojejunal ulcer with both hemorrhage and perforation"
K28.3,"Acute gastrojejunal ulcer without hemorrhage or perforation"
K28.4,"Chronic or unspecified gastrojejunal ulcer with hemorrhage"
K28.5,"Chronic or unspecified gastrojejunal ulcer with perforation"
K28.6,"Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation"
K28.7,"Chronic gastrojejunal ulcer without hemorrhage or perforation"
K28.9,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K29,"Gastritis and duodenitis"
K29.0,"Acute gastritis"
K29.00,"Acute gastritis without bleeding"
K29.01,"Acute gastritis with bleeding"
K29.2,"Alcoholic gastritis"
K29.20,"Alcoholic gastritis without bleeding"
K29.21,"Alcoholic gastritis with bleeding"
K29.3,"Chronic superficial gastritis"
K29.30,"Chronic superficial gastritis without bleeding"
K29.31,"Chronic superficial gastritis with bleeding"
K29.4,"Chronic atrophic gastritis"
K29.4,"Chronic atrophic gastritis (Gastric atrophy)"
K29.40,"Chronic atrophic gastritis without bleeding"
K29.41,"Chronic atrophic gastritis with bleeding"
K29.5,"Unspecified chronic gastritis"
K29.5,"Unspecified chronic gastritis (Chronic antral gastritis)"
K29.5,"Unspecified chronic gastritis (Chronic fundal gastritis)"
K29.50,"Unspecified chronic gastritis without bleeding"
K29.51,"Unspecified chronic gastritis with bleeding"
K29.6,"Other gastritis"
K29.6,"Other gastritis (Giant hypertrophic gastritis)"
K29.6,"Other gastritis (Granulomatous gastritis)"
K29.6,"Other gastritis (Ménétrier's disease)"
K29.60,"Other gastritis without bleeding"
K29.61,"Other gastritis with bleeding"
K29.7,"Gastritis, unspecified"
K29.70,"Gastritis, unspecified, without bleeding"
K29.71,"Gastritis, unspecified, with bleeding"
K29.8,Duodenitis
K29.80,"Duodenitis without bleeding"
K29.81,"Duodenitis with bleeding"
K29.9,"Gastroduodenitis, unspecified"
K29.90,"Gastroduodenitis, unspecified, without bleeding"
K29.91,"Gastroduodenitis, unspecified, with bleeding"
K30,"Functional dyspepsia"
K30,"Functional dyspepsia (Indigestion)"
K31,"Other diseases of stomach and duodenum"
K31.0,"Acute dilatation of stomach"
K31.0,"Acute dilatation of stomach (Acute distention of stomach)"
K31.1,"Adult hypertrophic pyloric stenosis"
K31.1,"Adult hypertrophic pyloric stenosis (Pyloric stenosis NOS)"
K31.2,"Hourglass stricture and stenosis of stomach"
K31.3,"Pylorospasm, not elsewhere classified"
K31.4,"Gastric diverticulum"
K31.5,"Obstruction of duodenum"
K31.5,"Obstruction of duodenum (Constriction of duodenum)"
K31.5,"Obstruction of duodenum (Duodenal ileus (chronic))"
K31.5,"Obstruction of duodenum (Stenosis of duodenum)"
K31.5,"Obstruction of duodenum (Stricture of duodenum)"
K31.5,"Obstruction of duodenum (Volvulus of duodenum)"
K31.6,"Fistula of stomach and duodenum"
K31.6,"Fistula of stomach and duodenum (Gastrocolic fistula)"
K31.6,"Fistula of stomach and duodenum (Gastrojejunocolic fistula)"
K31.7,"Polyp of stomach and duodenum"
K31.8,"Other specified diseases of stomach and duodenum"
K31.81,"Angiodysplasia of stomach and duodenum"
K31.811,"Angiodysplasia of stomach and duodenum with bleeding"
K31.819,"Angiodysplasia of stomach and duodenum without bleeding"
K31.819,"Angiodysplasia of stomach and duodenum without bleeding (Angiodysplasia of stomach and duodenum NOS)"
K31.82,"Dieulafoy lesion (hemorrhagic) of stomach and duodenum"
K31.83,Achlorhydria
K31.84,Gastroparesis
K31.84,"Gastroparesis (Gastroparalysis)"
K31.89,"Other diseases of stomach and duodenum"
K31.9,"Disease of stomach and duodenum, unspecified"
K35,"Acute appendicitis"
K35.2,"Acute appendicitis with generalized peritonitis"
K35.2,"Acute appendicitis with generalized peritonitis (Appendicitis (acute) with generalized (diffuse) peritonitis following rupture or perforation of appendix)"
K35.20,"Acute appendicitis with generalized peritonitis, without abscess"
K35.20,"Acute appendicitis with generalized peritonitis, without abscess ((Acute) appendicitis with generalized peritonitis NOS)"
K35.21,"Acute appendicitis with generalized peritonitis, with abscess"
K35.3,"Acute appendicitis with localized peritonitis"
K35.30,"Acute appendicitis with localized peritonitis, without perforation or gangrene"
K35.30,"Acute appendicitis with localized peritonitis, without perforation or gangrene (Acute appendicitis with localized peritonitis NOS)"
K35.31,"Acute appendicitis with localized peritonitis and gangrene, without perforation"
K35.32,"Acute appendicitis with perforation and localized peritonitis, without abscess"
K35.32,"Acute appendicitis with perforation and localized peritonitis, without abscess ((Acute) appendicitis with perforation NOS)"
K35.32,"Acute appendicitis with perforation and localized peritonitis, without abscess (Perforated appendix NOS)"
K35.32,"Acute appendicitis with perforation and localized peritonitis, without abscess (Ruptured appendix (with localized peritonitis) NOS)"
K35.33,"Acute appendicitis with perforation and localized peritonitis, with abscess"
K35.33,"Acute appendicitis with perforation and localized peritonitis, with abscess ((Acute) appendicitis with (peritoneal) abscess NOS)"
K35.33,"Acute appendicitis with perforation and localized peritonitis, with abscess (Ruptured appendix with localized peritonitis and abscess)"
K35.8,"Other and unspecified acute appendicitis"
K35.80,"Unspecified acute appendicitis"
K35.80,"Unspecified acute appendicitis (Acute appendicitis NOS)"
K35.80,"Unspecified acute appendicitis (Acute appendicitis without (localized) (generalized) peritonitis)"
K35.89,"Other acute appendicitis"
K35.890,"Other acute appendicitis without perforation or gangrene"
K35.891,"Other acute appendicitis without perforation, with gangrene"
K35.891,"Other acute appendicitis without perforation, with gangrene ((Acute) appendicitis with gangrene NOS)"
K36,"Other appendicitis"
K36,"Other appendicitis (Chronic appendicitis)"
K36,"Other appendicitis (Recurrent appendicitis)"
K37,"Unspecified appendicitis"
K38,"Other diseases of appendix"
K38.0,"Hyperplasia of appendix"
K38.1,"Appendicular concretions"
K38.1,"Appendicular concretions (Fecalith of appendix)"
K38.1,"Appendicular concretions (Stercolith of appendix)"
K38.2,"Diverticulum of appendix"
K38.3,"Fistula of appendix"
K38.8,"Other specified diseases of appendix"
K38.8,"Other specified diseases of appendix (Intussusception of appendix)"
K38.9,"Disease of appendix, unspecified"
K40,"Inguinal hernia"
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene"
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene (Inguinal hernia (bilateral) causing obstruction without gangrene)"
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene (Incarcerated inguinal hernia (bilateral) without gangrene)"
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene (Irreducible inguinal hernia (bilateral) without gangrene)"
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene (Strangulated inguinal hernia (bilateral) without gangrene)"
K40.00,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent"
K40.00,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent (Bilateral inguinal hernia, with obstruction, without gangrene NOS)"
K40.01,"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent"
K40.1,"Bilateral inguinal hernia, with gangrene"
K40.10,"Bilateral inguinal hernia, with gangrene, not specified as recurrent"
K40.10,"Bilateral inguinal hernia, with gangrene, not specified as recurrent (Bilateral inguinal hernia, with gangrene NOS)"
K40.11,"Bilateral inguinal hernia, with gangrene, recurrent"
K40.2,"Bilateral inguinal hernia, without obstruction or gangrene"
K40.20,"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent"
K40.20,"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent (Bilateral inguinal hernia NOS)"
K40.21,"Bilateral inguinal hernia, without obstruction or gangrene, recurrent"
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene"
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene (Inguinal hernia (unilateral) causing obstruction without gangrene)"
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene (Incarcerated inguinal hernia (unilateral) without gangrene)"
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene (Irreducible inguinal hernia (unilateral) without gangrene)"
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene (Strangulated inguinal hernia (unilateral) without gangrene)"
K40.30,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent"
K40.30,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent (Inguinal hernia, with obstruction NOS)"
K40.30,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent (Unilateral inguinal hernia, with obstruction, without gangrene NOS)"
K40.31,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent"
K40.4,"Unilateral inguinal hernia, with gangrene"
K40.40,"Unilateral inguinal hernia, with gangrene, not specified as recurrent"
K40.40,"Unilateral inguinal hernia, with gangrene, not specified as recurrent (Inguinal hernia with gangrene NOS)"
K40.40,"Unilateral inguinal hernia, with gangrene, not specified as recurrent (Unilateral inguinal hernia with gangrene NOS)"
K40.41,"Unilateral inguinal hernia, with gangrene, recurrent"
K40.9,"Unilateral inguinal hernia, without obstruction or gangrene"
K40.90,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent"
K40.90,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent (Inguinal hernia NOS)"
K40.90,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent (Unilateral inguinal hernia NOS)"
K40.91,"Unilateral inguinal hernia, without obstruction or gangrene, recurrent"
K41,"Femoral hernia"
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene"
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene (Femoral hernia (bilateral) causing obstruction, without gangrene)"
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene (Incarcerated femoral hernia (bilateral), without gangrene)"
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene (Irreducible femoral hernia (bilateral), without gangrene)"
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene (Strangulated femoral hernia (bilateral), without gangrene)"
K41.00,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"
K41.00,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent (Bilateral femoral hernia, with obstruction, without gangrene NOS)"
K41.01,"Bilateral femoral hernia, with obstruction, without gangrene, recurrent"
K41.1,"Bilateral femoral hernia, with gangrene"
K41.10,"Bilateral femoral hernia, with gangrene, not specified as recurrent"
K41.10,"Bilateral femoral hernia, with gangrene, not specified as recurrent (Bilateral femoral hernia, with gangrene NOS)"
K41.11,"Bilateral femoral hernia, with gangrene, recurrent"
K41.2,"Bilateral femoral hernia, without obstruction or gangrene"
K41.20,"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
K41.20,"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent (Bilateral femoral hernia NOS)"
K41.21,"Bilateral femoral hernia, without obstruction or gangrene, recurrent"
K41.3,"Unilateral femoral hernia, with obstruction, without gangrene"
K41.3,"Unilateral femoral hernia, with obstruction, without gangrene (Femoral hernia (unilateral) causing obstruction, without gangrene)"
K41.3,"Unilateral femoral hernia, with obstruction, without gangrene (Incarcerated femoral hernia (unilateral), without gangrene)"
K41.3,"Unilateral femoral hernia, with obstruction, without gangrene (Irreducible femoral hernia (unilateral), without gangrene)"
K41.3,"Unilateral femoral hernia, with obstruction, without gangrene (Strangulated femoral hernia (unilateral), without gangrene)"
K41.30,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"
K41.30,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent (Femoral hernia, with obstruction NOS)"
K41.30,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent (Unilateral femoral hernia, with obstruction NOS)"
K41.31,"Unilateral femoral hernia, with obstruction, without gangrene, recurrent"
K41.4,"Unilateral femoral hernia, with gangrene"
K41.40,"Unilateral femoral hernia, with gangrene, not specified as recurrent"
K41.40,"Unilateral femoral hernia, with gangrene, not specified as recurrent (Femoral hernia, with gangrene NOS)"
K41.40,"Unilateral femoral hernia, with gangrene, not specified as recurrent (Unilateral femoral hernia, with gangrene NOS)"
K41.41,"Unilateral femoral hernia, with gangrene, recurrent"
K41.9,"Unilateral femoral hernia, without obstruction or gangrene"
K41.90,"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
K41.90,"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent (Femoral hernia NOS)"
K41.90,"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent (Unilateral femoral hernia NOS)"
K41.91,"Unilateral femoral hernia, without obstruction or gangrene, recurrent"
K42,"Umbilical hernia"
K42.0,"Umbilical hernia with obstruction, without gangrene"
K42.0,"Umbilical hernia with obstruction, without gangrene (Umbilical hernia causing obstruction, without gangrene)"
K42.0,"Umbilical hernia with obstruction, without gangrene (Incarcerated umbilical hernia, without gangrene)"
K42.0,"Umbilical hernia with obstruction, without gangrene (Irreducible umbilical hernia, without gangrene)"
K42.0,"Umbilical hernia with obstruction, without gangrene (Strangulated umbilical hernia, without gangrene)"
K42.1,"Umbilical hernia with gangrene"
K42.1,"Umbilical hernia with gangrene (Gangrenous umbilical hernia)"
K42.9,"Umbilical hernia without obstruction or gangrene"
K42.9,"Umbilical hernia without obstruction or gangrene (Umbilical hernia NOS)"
K43,"Ventral hernia"
K43.0,"Incisional hernia with obstruction, without gangrene"
K43.0,"Incisional hernia with obstruction, without gangrene (Incisional hernia causing obstruction, without gangrene)"
K43.0,"Incisional hernia with obstruction, without gangrene (Incarcerated incisional hernia, without gangrene)"
K43.0,"Incisional hernia with obstruction, without gangrene (Irreducible incisional hernia, without gangrene)"
K43.0,"Incisional hernia with obstruction, without gangrene (Strangulated incisional hernia, without gangrene)"
K43.1,"Incisional hernia with gangrene"
K43.1,"Incisional hernia with gangrene (Gangrenous incisional hernia)"
K43.2,"Incisional hernia without obstruction or gangrene"
K43.2,"Incisional hernia without obstruction or gangrene (Incisional hernia NOS)"
K43.3,"Parastomal hernia with obstruction, without gangrene"
K43.3,"Parastomal hernia with obstruction, without gangrene (Incarcerated parastomal hernia, without gangrene)"
K43.3,"Parastomal hernia with obstruction, without gangrene (Irreducible parastomal hernia, without gangrene)"
K43.3,"Parastomal hernia with obstruction, without gangrene (Parastomal hernia causing obstruction, without gangrene)"
K43.3,"Parastomal hernia with obstruction, without gangrene (Strangulated parastomal hernia, without gangrene)"
K43.4,"Parastomal hernia with gangrene"
K43.4,"Parastomal hernia with gangrene (Gangrenous parastomal hernia)"
K43.5,"Parastomal hernia without obstruction or gangrene"
K43.5,"Parastomal hernia without obstruction or gangrene (Parastomal hernia NOS)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Epigastric hernia causing obstruction, without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Hypogastric hernia causing obstruction, without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Incarcerated epigastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Incarcerated hypogastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Incarcerated midline hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Incarcerated spigelian hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Incarcerated subxiphoid hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Irreducible epigastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Irreducible hypogastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Irreducible midline hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Irreducible spigelian hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Irreducible subxiphoid hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Midline hernia causing obstruction, without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Spigelian hernia causing obstruction, without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Strangulated epigastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Strangulated hypogastric hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Strangulated midline hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Strangulated spigelian hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Strangulated subxiphoid hernia without gangrene)"
K43.6,"Other and unspecified ventral hernia with obstruction, without gangrene (Subxiphoid hernia causing obstruction, without gangrene)"
K43.7,"Other and unspecified ventral hernia with gangrene"
K43.7,"Other and unspecified ventral hernia with gangrene (Any condition listed under K43.6 specified as gangrenous)"
K43.9,"Ventral hernia without obstruction or gangrene"
K43.9,"Ventral hernia without obstruction or gangrene (Epigastric hernia)"
K43.9,"Ventral hernia without obstruction or gangrene (Ventral hernia NOS)"
K44,"Diaphragmatic hernia"
K44.0,"Diaphragmatic hernia with obstruction, without gangrene"
K44.0,"Diaphragmatic hernia with obstruction, without gangrene (Diaphragmatic hernia causing obstruction)"
K44.0,"Diaphragmatic hernia with obstruction, without gangrene (Incarcerated diaphragmatic hernia)"
K44.0,"Diaphragmatic hernia with obstruction, without gangrene (Irreducible diaphragmatic hernia)"
K44.0,"Diaphragmatic hernia with obstruction, without gangrene (Strangulated diaphragmatic hernia)"
K44.1,"Diaphragmatic hernia with gangrene"
K44.1,"Diaphragmatic hernia with gangrene (Gangrenous diaphragmatic hernia)"
K44.9,"Diaphragmatic hernia without obstruction or gangrene"
K44.9,"Diaphragmatic hernia without obstruction or gangrene (Diaphragmatic hernia NOS)"
K45,"Other abdominal hernia"
